ID	name	storeID	author	levelUnlock	priceRuby	Song Loop	VersionMid	VersionMp3	MidFile	Mp3File	speedBegin	speedIncreaseAfterOneLoop	SongTrackClip	SongTrackSpeed	beginDistanceBySecond	AddStartDistance	typeSong	Category
96	Party Rock	partyrock		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/partyrock.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/partyrock.mp3	1	0.2	0;45.0;90	1;1.05263158;1.111111111111	2800	1000	NEW	3
97	Life Begin	lifebegin		49	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/lifebegin.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/lifebegin.mp3	1	0.25	0;35.0;70.0	1;1.0204081633;1.0416666667	2500	1500	NORMAL	1
98	Jingle Bells	jinglebells		50	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/jinglebells.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/jinglebells.mp3	1	0.25	0;40.0;80	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
99	Happy Children	happychildren		51	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/happychildren.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/happychildren.mp3	1	0.25	0;40.0;80.0	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
100	Motivation Rock	motivationrock		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/motivationrock.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/motivationrock.mp3	1	0.25	0;40.0;80	1;1.05263158;1.111111111111	3000	1000	NEW	3
101	Strawberry Cupcakes	strawberrycupcakes		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/strawberrycupcakes.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/strawberrycupcakes.mp3	1	0.15	0;30.0;60.0	1;1.0204081633;1.0416666667	3800	1000	NEW	2
102	Kids Polka	kidspolka	Music ABC	-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/kidspolka.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/kidspolka.mp3	1	0.25	0;37.2;73.36	1;1.0204081633;1.0416666667	3450	1000	NEW	2
103	Glorious Morning	gloriousmorning		52	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/gloriousmorning.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/gloriousmorning.mp3	1	0.25	0;35.0;70.0	1;1.0204081633;1.0416666667	2500	1500	NORMAL	1
104	In My Heart	inmyheart		53	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/inmyheart.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/inmyheart.mp3	1	0.25	0;48.0;83	1;1.05263158;1.111111111111	2600	1000	NORMAL	1
105	Happy Day	happyday		54	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/happyday.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/happyday.mp3	1	0.2	0;30.0;60.0	1;1.05263158;1.111111111111	2700	1000	NORMAL	2
106	Best Friend Forever	bestfriendforever		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/bestfriendforever.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/bestfriendforever.mp3	1	0.15	0;35.0;70	1;1.0204081633;1.0416666667	3300	1000	NEW	1
107	Rush	rush		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/rush.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/rush.mp3	1	0.25	0;25.0;50	1;1.0204081633;1.0416666667	3000	500	NEW	1
108	Flying To Sydney	flyingtosydney		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/flyingtosydney.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/flyingtosydney.mp3	1	0.15	0;35.0;70	1;1.0204081633;1.0416666667	3600	1000	NEW	1
109	Romantic Story	romanticstory		55	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/romanticstory.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/romanticstory.mp3	1	0.25	0;50.0;100.0	1;1.0204081633;1.0416666667	2700	1500	NORMAL	2
110	Dancing By The River	dancingbytheriver		56	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/dancingbytheriver.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/dancingbytheriver.mp3	1	0.25	0;20.0;40.0	1;1.0204081633;1.0416666667	2600	1500	NORMAL	1
111	Let It Snow	letitsnow		57	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/letitsnow.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/letitsnow.mp3	1	0.25	0;35.0;70	1;1.05263158;1.111111111111	2800	1000	NORMAL	2
112	Inspiration	inspiration		58	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/inspiration.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/inspiration.mp3	1	0.25	0;60.0;120.0	1;1.0204081633;1.0416666667	2700	1000	NORMAL	1
113	Happy Piano Solo	happypianosolo	Jerkim007	-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/happypianosolo.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/happypianosolo.mp3	1	0.25	0;16.85;33.75	1;1.0204081633;1.0416666667	3400	1000	NEW	1
114	Happy Rock	happyrock		-1	50	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/happyrock.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/happyrock.mp3	1	0.25	0;35.0;70.0	1;1.05263158;1.111111111111	3000	1000	NEW	3
115	The Simple 	thesimple		0	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/thesimple.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/thesimple.mp3	1	0.25	0;30.0;60.0	1;1.0204081633;1.0416666667	2400	1500	CHALLENGE_BEGINNER	-1
116	Dancing By The River	dancingbytheriver		0	0	1	0	0	https://raw.githubusercontent.com/miodevs/pp/master/s/dancingbytheriver.mid	https://raw.githubusercontent.com/miodevs/pp/master/s/dancingbytheriver.mp3	1	0.25	0;20.0;40.0	1;1.0204081633;1.0416666667	2600	1500	CHALLENGE_SKILLED	-1
